"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"781","P20_E_AMBOS_Comodidad_del_interior_del_aut_3","3","50","0","NaN","0","NaN","3","50","0","NaN","0","NaN","0","0","3","60","0","NaN","0","0","2","100","1","50","0","NaN","0","NaN","0","NaN","0","0","1","100","2","50","0","NaN","1","50","0","NaN","0","NaN","0","0","0","0","2","100","2","50","1","100","0","NaN","0","0","0","NaN"
"782","P20_E_AMBOS_Confiabilidad___durabilidad_3","3","50","0","NaN","0","NaN","3","50","0","NaN","0","NaN","0","0","3","60","0","NaN","1","50","1","50","1","50","0","NaN","0","NaN","0","NaN","0","0","1","100","2","50","0","NaN","2","100","0","NaN","0","NaN","0","0","0","0","1","50","2","50","1","100","0","NaN","0","0","0","NaN"
"783","P20_E_AMBOS_Status___imagen_que_el_veh_cul_3","1","16.7","0","NaN","0","NaN","1","16.7","0","NaN","0","NaN","0","0","1","20","0","NaN","0","0","1","50","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","1","25","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","1","50","1","25","0","0","0","NaN","0","0","0","NaN"
"784","P20_E_AMBOS_Bajos_costos_de_los_servicios__3","1","16.7","0","NaN","0","NaN","1","16.7","0","NaN","0","NaN","0","0","1","20","0","NaN","0","0","1","50","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","1","25","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","1","50","1","25","0","0","0","NaN","0","0","0","NaN"
"785","P20_E_AMBOS_Otro__Especificar_3","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"786","P20_E_AMBOS_No_sabe__no_contest_3","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"787","Total","6","100","0","NaN","0","NaN","6","100","0","NaN","0","NaN","1","100","5","100","0","NaN","2","100","2","100","2","100","0","NaN","0","NaN","0","NaN","1","100","1","100","4","100","0","NaN","2","100","0","NaN","0","NaN","1","100","1","100","2","100","4","100","1","100","0","NaN","1","100","0","NaN"
"788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"789","Ap18E5","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"790","P20_E_AMBOS_Es_de_calidad_5","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"791","P20_E_AMBOS_Dise_o_de_sus_autos_5","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"792","P20_E_AMBOS_Rendimiento_de_gasolina_5","1","50","0","NaN","0","NaN","1","50","0","NaN","0","NaN","1","100","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","0","0","0","0","NaN","0","NaN","1","100","0","NaN"
"793","P20_E_AMBOS_Precio_5","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"794","P20_E_AMBOS_Desempe_o___manejo_del_auto_5","1","50","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","0","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","1","100","1","100","0","NaN","0","NaN","0","0","0","NaN"
"795","P20_E_AMBOS_Seguridad_5","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"796","P20_E_AMBOS_Comodidad_del_interior_del_aut_5","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"797","P20_E_AMBOS_Confiabilidad___durabilidad_5","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"798","P20_E_AMBOS_Status___imagen_que_el_veh_cul_5","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"799","P20_E_AMBOS_Bajos_costos_de_los_servicios__5","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"800","P20_E_AMBOS_Otro__Especificar_5","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"801","P20_E_AMBOS_No_sabe__no_contest_5","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"802","Total","2","100","0","NaN","0","NaN","2","100","0","NaN","0","NaN","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","1","100","1","100","0","NaN","0","NaN","1","100","0","NaN"
"803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"804","Ap18E6","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"805","P20_E_AMBOS_Es_de_calidad_6","1","50","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","NaN","1","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","0","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","0","0","NaN","1","100","0","NaN","0","NaN"
"806","P20_E_AMBOS_Dise_o_de_sus_autos_6","1","50","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","NaN","1","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","0","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","0","0","NaN","1","100","0","NaN","0","NaN"
"807","P20_E_AMBOS_Rendimiento_de_gasolina_6","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"808","P20_E_AMBOS_Precio_6","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"809","P20_E_AMBOS_Desempe_o___manejo_del_auto_6","1","50","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","NaN","1","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","0","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","0","0","NaN","1","100","0","NaN","0","NaN"
"810","P20_E_AMBOS_Seguridad_6","2","100","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN"
"811","P20_E_AMBOS_Comodidad_del_interior_del_aut_6","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"812","P20_E_AMBOS_Confiabilidad___durabilidad_6","1","50","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","NaN","1","100","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","0","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","0","0","NaN","1","100","0","NaN","0","NaN"
"813","P20_E_AMBOS_Status___imagen_que_el_veh_cul_6","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"814","P20_E_AMBOS_Bajos_costos_de_los_servicios__6","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"815","P20_E_AMBOS_Otro__Especificar_6","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"816","P20_E_AMBOS_No_sabe__no_contest_6","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"817","Total","2","100","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN"
"818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"819","Ap18E8","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"820","P20_E_AMBOS_Es_de_calidad_8","1","33.3","0","NaN","0","NaN","1","33.3","0","NaN","0","NaN","1","50","0","0","0","NaN","0","0","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","0","1","100","0","NaN","0","NaN"
"821","P20_E_AMBOS_Dise_o_de_sus_autos_8","3","100","0","NaN","0","NaN","3","100","0","NaN","0","NaN","2","100","1","100","0","NaN","1","100","2","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN","2","100","1","100","0","NaN","0","NaN"
"822","P20_E_AMBOS_Rendimiento_de_gasolina_8","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN"
"823","P20_E_AMBOS_Precio_8","1","33.3","0","NaN","0","NaN","1","33.3","0","NaN","0","NaN","1","50","0","0","0","NaN","0","0","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","NaN","1","50","0","0","0","NaN","0","NaN"
"824","P20_E_AMBOS_Desempe_o___manejo_del_auto_8","1","33.3","0","NaN","0","NaN","1","33.3","0","NaN","0","NaN","1","50","0","0","0","NaN","0","0","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","NaN","0","0","1","100","0","NaN","0","NaN"
"825","P20_E_AMBOS_Seguridad_8","1","33.3","0","NaN","0","NaN","1","33.3","0","NaN","0","NaN","1","50","0","0","0","NaN","0","0","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","NaN","1","50","0","0","0","NaN","0","NaN"
"826","P20_E_AMBOS_Comodidad_del_interior_del_aut_8","2","66.7","0","NaN","0","NaN","2","66.7","0","NaN","0","NaN","2","100","0","0","0","NaN","0","0","2","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN","1","50","1","100","0","NaN","0","NaN"
"827","P20_E_AMBOS_Confiabilidad___durabilidad_8","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN"
"828","P20_E_AMBOS_Status___imagen_que_el_veh_cul_8","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN"
"829","P20_E_AMBOS_Bajos_costos_de_los_servicios__8","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN"
"830","P20_E_AMBOS_Otro__Especificar_8","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN"
"831","P20_E_AMBOS_No_sabe__no_contest_8","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN"
"832","Total","3","100","0","NaN","0","NaN","3","100","0","NaN","0","NaN","2","100","1","100","0","NaN","1","100","2","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","1","100","1","100","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN","2","100","1","100","0","NaN","0","NaN"
"833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"834","Ap18E10","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"835","P20_E_AMBOS_Es_de_calidad_9","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN"
"836","P20_E_AMBOS_Dise_o_de_sus_autos_9","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN"
