"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"1","MP15NumAmbosMoto","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"41","MP15AntAmbosMoto","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"42","0 a 11 meses","33","31.1","0","NaN","0","NaN","33","31.1","0","NaN","0","NaN","12","32.4","21","30.4","0","NaN","11","33.3","8","30.8","2.04124145231932","8.2","2.03100960115899","11.9","1.22474487139159","24.5","0","NaN","2.4738633753706","9.5","8","36.4","7","24.1","9","31","10","52.6","1.78885438199983","11.2","1.36277028773849","9.1","9","45","1.81497042594606","10.1","4","22.2","14","29.8","1.30930734141595","16.4","6","35.3","11","32.4","0","NaN"
"43","1 a 3 años","59","55.7","0","NaN","0","NaN","59","55.7","0","NaN","0","NaN","19","51.4","40","58","0","NaN","17","51.5","13","50","2.29128784747792","9.2","2.12132034355964","12.5","1.22474487139159","24.5","0","NaN","2.4738633753706","9.5","10","45.5","17","58.6","15","51.7","9","47.4","1.78885438199983","11.2","1.88982236504614","12.6","11","55","2.12824147236771","11.8","6","33.3","26","55.3","1.51185789203691","18.9","8","47.1","21","61.8","0","NaN"
"44","4 a 6 años","17","16","0","NaN","0","NaN","17","16","0","NaN","0","NaN","6","16.2","11","15.9","0","NaN","7","21.2","5","19.2","1.38443731048635","5.5","1.62018517460197","9.5","0","0","0","NaN","0","0","4","18.2","7","24.1","6","20.7","1","5.3","0","0","1.60356745147455","10.7","2","10","1.62697843363992","9","8","44.4","8","17","1","12.5","5","29.4","3","8.8","0","NaN"
"45","7 a 9 años","3","2.8","0","NaN","0","NaN","3","2.8","0","NaN","0","NaN","2","5.4","1","1.4","0","NaN","0","0","3","11.5","0","0","0","0","0","0","0","NaN","0","0","0","0","2","6.9","1","3.4","1","5.3","0","0","0","0","0","0","0","0","2","11.1","1","2.1","1","12.5","1","5.9","0","0","0","NaN"
"46","10 a 12 años","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"47","13 a 15 años","1","0.9","0","NaN","0","NaN","1","0.9","0","NaN","0","NaN","1","2.7","0","0","0","NaN","1","3","0","0","0","0","0","0","0","0","0","NaN","0","0","1","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5.6","0","0","0","0","0","0","1","2.9","0","NaN"
"48","16 a 18 años","1","0.9","0","NaN","0","NaN","1","0.9","0","NaN","0","NaN","1","2.7","0","0","0","NaN","1","3","0","0","0","0","0","0","0","0","0","NaN","0","0","1","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5.6","0","0","0","0","0","0","1","2.9","0","NaN"
"49","19 a 21 años","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"50","22 a 24 años","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"51","25 a 27 años","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"52","28 a 30 años","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"53","Más de 30 años","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"54","No sabe","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"55","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57","MP17PrestarAmbosMotos","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"58","Sí","26","24.5","0","NaN","0","NaN","26","24.5","0","NaN","0","NaN","11","29.7","15","21.7","0","NaN","8","24.2","7","26.9","6","24","5","29.4","0","0","0","NaN","3","11.5","6","27.3","8","27.6","9","31","5","26.3","4","25","2","13.3","11","55","2","11.1","2","11.1","12","25.5","1","12.5","7","41.2","6","17.6","0","NaN"
"59","No","80","75.5","0","NaN","0","NaN","80","75.5","0","NaN","0","NaN","26","70.3","54","78.3","0","NaN","25","75.8","19","73.1","19","76","12","70.6","5","100","0","NaN","23","88.5","16","72.7","21","72.4","20","69","14","73.7","12","75","13","86.7","9","45","16","88.9","16","88.9","35","74.5","7","87.5","10","58.8","28","82.4","0","NaN"
"60","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62","MP17PrestarQuienAmbosMotos","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"63","P17_B_AMBOS_Mi_Esposo___Esposa","9","34.6","0","NaN","0","NaN","9","34.6","0","NaN","0","NaN","6","54.5","3","20","0","NaN","3","37.5","1","14.3","2","33.3","3","60","0","NaN","0","NaN","2","66.7","3","50","3","37.5","1","11.1","0","0","1","25","1","50","4","36.4","2","100","1","50","7","58.3","1","100","1","14.3","0","0","0","NaN"
"64","P17_B_AMBOS_Mi_Pap____Mam","2","7.7","0","NaN","0","NaN","2","7.7","0","NaN","0","NaN","1","9.1","1","6.7","0","NaN","0","0","1","14.3","0","0","1","20","0","NaN","0","NaN","0","0","1","16.7","1","12.5","0","0","1","20","0","0","0","0","1","9.1","0","0","0","0","0","0","0","0","0","0","2","33.3","0","NaN"
"65","P17_B_AMBOS_Hijos___Hijas","9","34.6","0","NaN","0","NaN","9","34.6","0","NaN","0","NaN","3","27.3","6","40","0","NaN","3","37.5","4","57.1","2","33.3","0","0","0","NaN","0","NaN","0","0","0","0","4","50","5","55.6","1","20","2","50","0","0","5","45.5","0","0","1","50","6","50","0","0","3","42.9","0","0","0","NaN"
"66","P17_B_AMBOS_Otro_familiar","9","34.6","0","NaN","0","NaN","9","34.6","0","NaN","0","NaN","2","18.2","7","46.7","0","NaN","3","37.5","2","28.6","3","50","1","20","0","NaN","0","NaN","1","33.3","2","33.3","2","25","4","44.4","4","80","1","25","1","50","3","27.3","0","0","0","0","0","0","0","0","4","57.1","5","83.3","0","NaN"
"67","P17_B_AMBOS_No_sabe__no_contest","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"68","Total","26","100","0","NaN","0","NaN","26","100","0","NaN","0","NaN","11","100","15","100","0","NaN","8","100","7","100","6","100","5","100","0","NaN","0","NaN","3","100","6","100","8","100","9","100","5","100","4","100","2","100","11","100","2","100","2","100","12","100","1","100","7","100","6","100","0","NaN"
"69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70","MP17PrestarQuienAmbosMotosf1","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"71","Diario","3","33.3","0","NaN","0","NaN","3","33.3","0","NaN","0","NaN","1","16.7","2","66.7","0","NaN","2","66.7","0","0","0","0","1","33.3","0","NaN","0","NaN","0","0","1","33.3","2","66.7","0","0","0","NaN","0","0","0","0","2","50","1","50","0","0","3","42.9","0","0","0","0","0","NaN","0","NaN"
"72","Todos los días entre semana","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","1","16.7","0","0","0","NaN","0","0","1","100","0","0","0","0","0","NaN","0","NaN","1","50","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","1","50","0","0","1","14.3","0","0","0","0","0","NaN","0","NaN"
"73","Solo el fin de semana","2","22.2","0","NaN","0","NaN","2","22.2","0","NaN","0","NaN","2","33.3","0","0","0","NaN","0","0","0","0","0","0","2","66.7","0","NaN","0","NaN","1","50","0","0","0","0","1","100","0","NaN","1","100","0","0","1","25","0","0","0","0","0","0","1","100","1","100","0","NaN","0","NaN"
"74","Una vez por  semana","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","0","0","1","33.3","0","NaN","0","0","0","0","1","50","0","0","0","NaN","0","NaN","0","0","1","33.3","0","0","0","0","0","NaN","0","0","0","0","1","25","0","0","0","0","1","14.3","0","0","0","0","0","NaN","0","NaN"
"75","Dos  veces por semana","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN"
"76","Tres veces por semana","2","22.2","0","NaN","0","NaN","2","22.2","0","NaN","0","NaN","2","33.3","0","0","0","NaN","1","33.3","0","0","1","50","0","0","0","NaN","0","NaN","0","0","1","33.3","1","33.3","0","0","0","NaN","0","0","1","100","0","0","0","0","1","100","2","28.6","0","0","0","0","0","NaN","0","NaN"
"77","Una vez al mes","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN"
"78","Casi nunca","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN"
"79","Otro","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN"
"80","Total","9","100","0","NaN","0","NaN","9","100","0","NaN","0","NaN","6","100","3","100","0","NaN","3","100","1","100","2","100","3","100","0","NaN","0","NaN","2","100","3","100","3","100","1","100","0","NaN","1","100","1","100","4","100","2","100","1","100","7","100","1","100","1","100","0","NaN","0","NaN"
"81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82","MP17PrestarQuienAmbosMotosf2","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"83","Diario","1","50","0","NaN","0","NaN","1","50","0","NaN","0","NaN","1","100","0","0","0","NaN","0","NaN","0","0","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","0","0","NaN","0","0","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","NaN"
"84","Todos los días entre semana","1","50","0","NaN","0","NaN","1","50","0","NaN","0","NaN","0","0","1","100","0","NaN","0","NaN","1","100","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","1","100","0","NaN","1","100","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","50","0","NaN"
"85","Solo el fin de semana","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"86","Una vez por  semana","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"87","Dos  veces por semana","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"88","Tres veces por semana","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"89","Una vez al mes","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"90","Casi nunca","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"91","Otro","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"92","Total","2","100","0","NaN","0","NaN","2","100","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN"
"93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"94","MP17PrestarQuienAmbosMotosf3","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"95","Diario","2","22.2","0","NaN","0","NaN","2","22.2","0","NaN","0","NaN","0","0","2","33.3","0","NaN","1","33.3","0","0","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","25","1","20","0","0","0","0","0","NaN","2","40","0","NaN","0","0","2","33.3","0","NaN","0","0","0","NaN","0","NaN"
