"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"1","MP15NumAmbosMoto","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"119","P17_D_AMBOS_ESPOSAESPOSO_Por_el__hoy_no_circula","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN"
"120","P17_D_AMBOS_ESPOSAESPOSO_Para_llevar_los_hijos_escuela","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN"
"121","P17_D_AMBOS_ESPOSAESPOSO_Para_ir_al_Doctor__Dentista__t","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","0","0","1","33.3","0","NaN","1","33.3","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","33.3","0","0","0","NaN","0","0","0","0","1","25","0","0","0","0","1","14.3","0","0","0","0","0","NaN","0","NaN"
"122","P17_D_AMBOS_ESPOSAESPOSO_Para_llevar___transportar_cosa","4","44.4","0","NaN","0","NaN","4","44.4","0","NaN","0","NaN","3","50","1","33.3","0","NaN","1","33.3","0","0","1","50","2","66.7","0","NaN","0","NaN","0","0","2","66.7","1","33.3","1","100","0","NaN","0","0","0","0","2","50","1","50","1","100","3","42.9","0","0","1","100","0","NaN","0","NaN"
"123","P17_D_AMBOS_ESPOSAESPOSO_Para_salir_de_paseo___cine","3","33.3","0","NaN","0","NaN","3","33.3","0","NaN","0","NaN","2","33.3","1","33.3","0","NaN","2","66.7","0","0","0","0","1","33.3","0","NaN","0","NaN","1","50","0","0","2","66.7","0","0","0","NaN","1","100","1","100","1","25","0","0","0","0","2","28.6","1","100","0","0","0","NaN","0","NaN"
"124","P17_D_AMBOS_ESPOSAESPOSO_Para_salir_de_vacaciones","2","22.2","0","NaN","0","NaN","2","22.2","0","NaN","0","NaN","0","0","2","66.7","0","NaN","2","66.7","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","2","66.7","0","0","0","NaN","0","0","0","0","2","50","0","0","0","0","2","28.6","0","0","0","0","0","NaN","0","NaN"
"125","P17_D_AMBOS_ESPOSAESPOSO_Para_ir_a_trabajar","6","66.7","0","NaN","0","NaN","6","66.7","0","NaN","0","NaN","4","66.7","2","66.7","0","NaN","2","66.7","1","100","1","50","2","66.7","0","NaN","0","NaN","1","50","2","66.7","2","66.7","1","100","0","NaN","0","0","0","0","3","75","2","100","1","100","5","71.4","0","0","1","100","0","NaN","0","NaN"
"126","P17_D_AMBOS_ESPOSAESPOSO_Para_salir_de_fiesta","2","22.2","0","NaN","0","NaN","2","22.2","0","NaN","0","NaN","1","16.7","1","33.3","0","NaN","2","66.7","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","2","66.7","0","0","0","NaN","0","0","1","100","1","25","0","0","0","0","2","28.6","0","0","0","0","0","NaN","0","NaN"
"127","P17_D_AMBOS_ESPOSAESPOSO_Para_ir_al_s_per___compras","3","33.3","0","NaN","0","NaN","3","33.3","0","NaN","0","NaN","1","16.7","2","66.7","0","NaN","2","66.7","0","0","1","50","0","0","0","NaN","0","NaN","0","0","1","33.3","2","66.7","0","0","0","NaN","0","0","1","100","2","50","0","0","0","0","3","42.9","0","0","0","0","0","NaN","0","NaN"
"128","P17_D_AMBOS_ESPOSAESPOSO_Para_ir_al_banco","2","22.2","0","NaN","0","NaN","2","22.2","0","NaN","0","NaN","1","16.7","1","33.3","0","NaN","1","33.3","0","0","1","50","0","0","0","NaN","0","NaN","0","0","1","33.3","1","33.3","0","0","0","NaN","0","0","0","0","1","25","0","0","1","100","2","28.6","0","0","0","0","0","NaN","0","NaN"
"129","P17_D_AMBOS_ESPOSAESPOSO_Para_ir_a_la_Escuela___Univers","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","0","0","1","33.3","0","NaN","1","33.3","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","33.3","0","0","0","NaN","0","0","0","0","1","25","0","0","0","0","1","14.3","0","0","0","0","0","NaN","0","NaN"
"130","P17_D_AMBOS_ESPOSAESPOSO_Otra__Especificar","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN"
"131","Total","9","100","0","NaN","0","NaN","9","100","0","NaN","0","NaN","6","100","3","100","0","NaN","3","100","1","100","2","100","3","100","0","NaN","0","NaN","2","100","3","100","3","100","1","100","0","NaN","1","100","1","100","4","100","2","100","1","100","7","100","1","100","1","100","0","NaN","0","NaN"
"132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"133","MP17AmbosPrestarQuienMotosRazon2","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"134","P17_D_AMBOS_MAMAPAPA_Por_el__hoy_no_circula","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"135","P17_D_AMBOS_MAMAPAPA_Para_llevar_los_hijos_escuela","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"136","P17_D_AMBOS_MAMAPAPA_Para_ir_al_Doctor__Dentista__t","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"137","P17_D_AMBOS_MAMAPAPA_Para_llevar___transportar_cosa","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"138","P17_D_AMBOS_MAMAPAPA_Para_salir_de_paseo___cine","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"139","P17_D_AMBOS_MAMAPAPA_Para_salir_de_vacaciones","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"140","P17_D_AMBOS_MAMAPAPA_Para_ir_a_trabajar","2","100","0","NaN","0","NaN","2","100","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN"
"141","P17_D_AMBOS_MAMAPAPA_Para_salir_de_fiesta","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"142","P17_D_AMBOS_MAMAPAPA_Para_ir_al_s_per___compras","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"143","P17_D_AMBOS_MAMAPAPA_Para_ir_al_banco","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"144","P17_D_AMBOS_MAMAPAPA_Para_ir_a_la_Escuela___Univers","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"145","P17_D_AMBOS_MAMAPAPA_Otra__Especificar","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN"
"146","Total","2","100","0","NaN","0","NaN","2","100","0","NaN","0","NaN","1","100","1","100","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN"
"147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"148","MP17AmbosPrestarQuienMotosRazon3","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"149","P17_D_AMBOS_HIJOHIJA_Por_el__hoy_no_circula","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN"
"150","P17_D_AMBOS_HIJOHIJA_Para_llevar_los_hijos_escuela","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","1","33.3","0","0","0","NaN","0","0","0","0","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","1","20","0","0","0","0","0","NaN","1","20","0","NaN","0","0","0","0","0","NaN","1","33.3","0","NaN","0","NaN"
"151","P17_D_AMBOS_HIJOHIJA_Para_ir_al_Doctor__Dentista__t","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","0","0","1","16.7","0","NaN","1","33.3","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","25","0","0","0","0","0","0","0","NaN","1","20","0","NaN","0","0","1","16.7","0","NaN","0","0","0","NaN","0","NaN"
"152","P17_D_AMBOS_HIJOHIJA_Para_llevar___transportar_cosa","2","22.2","0","NaN","0","NaN","2","22.2","0","NaN","0","NaN","0","0","2","33.3","0","NaN","1","33.3","1","25","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","25","1","20","1","100","0","0","0","NaN","1","20","0","NaN","0","0","1","16.7","0","NaN","1","33.3","0","NaN","0","NaN"
"153","P17_D_AMBOS_HIJOHIJA_Para_salir_de_paseo___cine","5","55.6","0","NaN","0","NaN","5","55.6","0","NaN","0","NaN","2","66.7","3","50","0","NaN","3","100","1","25","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","3","75","2","40","0","0","2","100","0","NaN","2","40","0","NaN","1","100","5","83.3","0","NaN","0","0","0","NaN","0","NaN"
"154","P17_D_AMBOS_HIJOHIJA_Para_salir_de_vacaciones","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","0","0","1","16.7","0","NaN","1","33.3","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","25","0","0","0","0","0","0","0","NaN","1","20","0","NaN","0","0","1","16.7","0","NaN","0","0","0","NaN","0","NaN"
"155","P17_D_AMBOS_HIJOHIJA_Para_ir_a_trabajar","3","33.3","0","NaN","0","NaN","3","33.3","0","NaN","0","NaN","1","33.3","2","33.3","0","NaN","1","33.3","1","25","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","50","1","20","0","0","0","0","0","NaN","3","60","0","NaN","0","0","2","33.3","0","NaN","1","33.3","0","NaN","0","NaN"
"156","P17_D_AMBOS_HIJOHIJA_Para_salir_de_fiesta","2","22.2","0","NaN","0","NaN","2","22.2","0","NaN","0","NaN","1","33.3","1","16.7","0","NaN","1","33.3","1","25","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","50","0","0","0","0","0","0","0","NaN","1","20","0","NaN","1","100","2","33.3","0","NaN","0","0","0","NaN","0","NaN"
"157","P17_D_AMBOS_HIJOHIJA_Para_ir_al_s_per___compras","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","0","0","1","16.7","0","NaN","1","33.3","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","25","0","0","0","0","0","0","0","NaN","1","20","0","NaN","0","0","1","16.7","0","NaN","0","0","0","NaN","0","NaN"
"158","P17_D_AMBOS_HIJOHIJA_Para_ir_al_banco","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","0","0","1","16.7","0","NaN","1","33.3","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","25","0","0","0","0","0","0","0","NaN","1","20","0","NaN","0","0","1","16.7","0","NaN","0","0","0","NaN","0","NaN"
"159","P17_D_AMBOS_HIJOHIJA_Para_ir_a_la_Escuela___Univers","4","44.4","0","NaN","0","NaN","4","44.4","0","NaN","0","NaN","1","33.3","3","50","0","NaN","1","33.3","3","75","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","3","75","1","20","0","0","0","0","0","NaN","3","60","0","NaN","1","100","3","50","0","NaN","1","33.3","0","NaN","0","NaN"
"160","P17_D_AMBOS_HIJOHIJA_Otra__Especificar","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN"
"161","Total","9","100","0","NaN","0","NaN","9","100","0","NaN","0","NaN","3","100","6","100","0","NaN","3","100","4","100","2","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","4","100","5","100","1","100","2","100","0","NaN","5","100","0","NaN","1","100","6","100","0","NaN","3","100","0","NaN","0","NaN"
"162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"163","MP17AmbosPrestarQuienMotosRazon4","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"164","P17_D_AMBOS_OTROFAMILIAR_Por_el__hoy_no_circula","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","0","0","1","14.3","0","NaN","1","33.3","0","0","0","0","0","0","0","NaN","0","NaN","0","0","1","50","0","0","0","0","1","25","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","1","20","0","NaN"
"165","P17_D_AMBOS_OTROFAMILIAR_Para_llevar_los_hijos_escuela","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","1","50","0","0","0","NaN","0","0","0","0","1","33.3","0","0","0","NaN","0","NaN","0","0","0","0","0","0","1","25","0","0","0","0","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN","1","25","0","0","0","NaN"
"166","P17_D_AMBOS_OTROFAMILIAR_Para_ir_al_Doctor__Dentista__t","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"167","P17_D_AMBOS_OTROFAMILIAR_Para_llevar___transportar_cosa","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","0","0","1","14.3","0","NaN","0","0","1","50","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","50","0","0","1","25","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","1","20","0","NaN"
"168","P17_D_AMBOS_OTROFAMILIAR_Para_salir_de_paseo___cine","3","33.3","0","NaN","0","NaN","3","33.3","0","NaN","0","NaN","1","50","2","28.6","0","NaN","1","33.3","0","0","1","33.3","1","100","0","NaN","0","NaN","1","100","1","50","0","0","1","25","0","0","1","100","1","100","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN","2","50","1","20","0","NaN"
"169","P17_D_AMBOS_OTROFAMILIAR_Para_salir_de_vacaciones","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"170","P17_D_AMBOS_OTROFAMILIAR_Para_ir_a_trabajar","4","44.4","0","NaN","0","NaN","4","44.4","0","NaN","0","NaN","0","0","4","57.1","0","NaN","1","33.3","2","100","1","33.3","0","0","0","NaN","0","NaN","0","0","0","0","2","100","2","50","3","75","0","0","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN","1","25","3","60","0","NaN"
"171","P17_D_AMBOS_OTROFAMILIAR_Para_salir_de_fiesta","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","1","50","0","0","0","NaN","0","0","0","0","1","33.3","0","0","0","NaN","0","NaN","0","0","0","0","0","0","1","25","0","0","0","0","0","0","1","33.3","0","NaN","0","NaN","0","NaN","0","NaN","1","25","0","0","0","NaN"
"172","P17_D_AMBOS_OTROFAMILIAR_Para_ir_al_s_per___compras","1","11.1","0","NaN","0","NaN","1","11.1","0","NaN","0","NaN","0","0","1","14.3","0","NaN","0","0","1","50","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","50","0","0","1","25","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","1","20","0","NaN"
"173","P17_D_AMBOS_OTROFAMILIAR_Para_ir_al_banco","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"174","P17_D_AMBOS_OTROFAMILIAR_Para_ir_a_la_Escuela___Univers","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"175","P17_D_AMBOS_OTROFAMILIAR_Otra__Especificar","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"176","Total","9","100","0","NaN","0","NaN","9","100","0","NaN","0","NaN","2","100","7","100","0","NaN","3","100","2","100","3","100","1","100","0","NaN","0","NaN","1","100","2","100","2","100","4","100","4","100","1","100","1","100","3","100","0","NaN","0","NaN","0","NaN","0","NaN","4","100","5","100","0","NaN"
"177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
